company,product,category,screen(pixel),ram(GB),gpu,os,os_version,weigth(kg),price,resolution,screentype,touchscreen,cpu_name,cpu_speed(GHz),cpu_brand,storage_1(GB),storage_2(GB),storage_1_type,storage_2_type,gpu_name
Dell,Inspiron 5767,Notebook,17.3,8,AMD Radeon R7 M445,Linux,Linux ,2.83,7691580.0,1920x1080,,0.0,Intel Core i7 7500U,2.7,Intel,1000.0,0.0,HDD,,AMD
Lenovo,ThinkPad T470p,Ultrabook,14.0,8,Nvidia GeForce GT 940MX,Windows,Windows 10,1.96,16921476.0,1920x1080,IPSPanel,0.0,Intel Core i7 7700HQ,2.8,Intel,256.0,0.0,SSD,,Nvidia
Asus,K556UR-DM621T (i7-7500U/8GB/256GB/GeForce,Notebook,15.6,8,Nvidia GeForce GTX 930MX,Windows,Windows 10,2.3,6998004.0,1920x1080,IPSPanel,0.0,Intel Core i7 7500U,2.7,Intel,256.0,0.0,SSD,,Nvidia
Dell,Latitude 5580,Notebook,15.6,8,Intel HD Graphics 620,Windows,Windows 10,1.9,8402940.0,1920x1080,,0.0,Intel Core i5 7200U,2.5,Intel,128.0,0.0,SSD,,Intel
Asus,X541NA (N4200/4GB/1TB/W10),Notebook,15.6,4,Intel HD Graphics 505,Windows,Windows 10,2.0,3992508.0,1366x768,,0.0,Intel Pentium Quad Core N4200,1.1,Intel,1000.0,0.0,HDD,,Intel
HP,EliteBook x360,2 in 1 Convertible,13.3,8,Intel HD Graphics 620,Windows,Windows 10,1.28,22754628.0,1920x1080,,1.0,Intel Core i7 7600U,2.8,Intel,256.0,0.0,SSD,,Intel
Dell,Inspiron 5368,Notebook,13.3,8,Intel HD Graphics 520,Windows,Windows 10,1.62,5770908.0,1920x1080,,1.0,Intel Core i5 6200U,2.3,Intel,1000.0,0.0,HDD,,Intel
Lenovo,IdeaPad 110-15ISK,Notebook,15.6,4,Intel HD Graphics 520,No OS,No OS ,2.2,4170348.0,1920x1080,,0.0,Intel Core i3 6006U,2.0,Intel,1000.0,0.0,HDD,,Intel
Lenovo,ThinkPad E570,Notebook,15.6,8,Intel HD Graphics 620,Windows,Windows 10,2.3,7564068.72,1920x1080,IPSPanel,0.0,Intel Core i5 7200U,2.5,Intel,1000.0,0.0,HDD,,Intel
HP,EliteBook 850,Notebook,15.6,8,AMD Radeon R7 M465,Windows,Windows 10,1.84,11995308.0,1920x1080,,0.0,Intel Core i5 7300U,2.6,Intel,256.0,0.0,SSD,,AMD
Toshiba,Portege X30-D-10X,Notebook,13.3,4,Intel HD Graphics 620,Windows,Windows 10,1.05,11426220.0,1920x1080,,0.0,Intel Core i5 7200U,2.5,Intel,128.0,0.0,SSD,,Intel
Lenovo,Legion Y520-15IKBN,Gaming,15.6,8,Nvidia GeForce GTX 1050,No OS,No OS ,2.5,9043164.0,1920x1080,IPSPanel,0.0,Intel Core i5 7300HQ,2.5,Intel,1000.0,0.0,HDD,,Nvidia
Dell,XPS 13,Ultrabook,13.3,16,Intel Iris Plus Graphics 640,Windows,Windows 10,1.29,19918080.0,3200x1800,,1.0,Intel Core i7 7660U,2.5,Intel,512.0,0.0,SSD,,Intel
HP,Probook 450,Notebook,15.6,4,Intel HD Graphics 520,Windows,Windows 10,2.07,8091720.0,1920x1080,,0.0,Intel Core i5 6200U,2.3,Intel,500.0,0.0,HDD,,Intel
Toshiba,Portégé Z30-C-188,Ultrabook,13.3,8,Intel HD Graphics 520,Windows,Windows 10,1.2,9736740.0,1366x768,,0.0,Intel Core i5 6200U,2.3,Intel,256.0,0.0,SSD,,Intel
Lenovo,ThinkPad Yoga,2 in 1 Convertible,13.3,8,Intel HD Graphics 620,Windows,Windows 10,1.37,17339400.0,1920x1080,IPSPanel,1.0,Intel Core i7 7500U,2.7,Intel,256.0,0.0,SSD,,Intel
Acer,TMX349-G2-M-50FS (i5-7200U/8GB/256GB/FHD/W10),Notebook,14.0,8,Intel HD Graphics 620,Windows,Windows 10,1.56,8020584.0,1920x1080,IPSPanel,0.0,Intel Core i5 7200U,2.5,Intel,256.0,0.0,SSD,,Intel
Dell,Precision 3520,Workstation,15.6,8,Nvidia Quadro M620,Windows,Windows 10,2.23,15809976.0,1920x1080,,0.0,Intel Core i7 7700HQ,2.8,Intel,1000.0,0.0,HDD,,Nvidia
Lenovo,ThinkPad L570,Notebook,15.6,4,Intel HD Graphics 620,Windows,Windows 10,2.38,9381060.0,1366x768,,0.0,Intel Core i5 7200U,2.5,Intel,500.0,0.0,HDD,,Intel
Lenovo,IdeaPad 110-15ISK,Notebook,15.6,4,AMD Radeon R5 M430,No OS,No OS ,2.2,4259268.0,1920x1080,,0.0,Intel Core i3 6006U,2.0,Intel,1000.0,0.0,HDD,,AMD
Toshiba,Tecra A50-D-11D,Notebook,15.6,8,Intel HD Graphics 620,Windows,Windows 10,2.0,12342096.0,1920x1080,IPSPanel,0.0,Intel Core i7 7500U,2.7,Intel,256.0,0.0,SSD,,Intel
Lenovo,Thinkpad 13,Notebook,13.3,4,Intel HD Graphics 620,Windows,Windows 10,1.44,6535620.0,1920x1080,IPSPanel,0.0,Intel Core i3 7100U,2.4,Intel,1.0,0.0,SSD,,Intel
Samsung,Notebook 9,Ultrabook,15.0,16,Nvidia GeForce 940MX,Windows,Windows 10,1.23,16441308.0,1920x1080,,0.0,Intel Core i7 7500U,2.7,Intel,256.0,0.0,SSD,,Nvidia
Dell,Latitude 7280,Ultrabook,12.5,8,Intel HD Graphics 620,Windows,Windows 10,1.6,15027480.0,1920x1080,,0.0,Intel Core i7 7600U,2.8,Intel,256.0,0.0,SSD,,Intel
Asus,X541NA-GO121 (N4200/4GB/1TB/Linux),Notebook,15.6,4,Intel HD Graphics 505,Linux,Linux ,2.0,3547819.08,1366x768,,0.0,Intel Pentium Quad Core N4200,1.1,Intel,1000.0,0.0,HDD,,Intel
Xiaomi,Mi Notebook,Ultrabook,13.3,8,Nvidia GeForce 940MX,Windows,Windows 10,1.28,8314020.0,1920x1080,IPSPanel,0.0,Intel Core i5 6200U,2.3,Intel,256.0,0.0,SSD,,Nvidia
Dell,Vostro 5568,Notebook,15.6,4,Nvidia GeForce 940MX,Windows,Windows 10,2.18,8113950.0,1920x1080,,0.0,Intel Core i5 7200U,2.5,Intel,128.0,1000.0,SSD  ,HDD,Nvidia
HP,ProBook 450,Notebook,15.6,4,Intel HD Graphics 620,Windows,Windows 10,2.04,7460388.0,1920x1080,,0.0,Intel Core i5 7200U,2.5,Intel,256.0,0.0,SSD,,Intel
HP,EliteBook x360,2 in 1 Convertible,13.3,4,Intel HD Graphics 620,Windows,Windows 10,1.28,15116400.0,1920x1080,,1.0,Intel Core i5 7200U,2.5,Intel,256.0,0.0,SSD,,Intel
HP,Pavilion x360,2 in 1 Convertible,15.6,4,Intel HD Graphics 620,Windows,Windows 10,2.3,6089241.6,1366x768,,1.0,Intel Core i5 7200U,2.5,Intel,500.0,0.0,HDD,,Intel
Asus,VivoBook L402NA,Notebook,14.1,4,Intel HD Graphics 500,Windows,Windows 10,1.65,3094416.0,1366x768,,0.0,Intel Celeron Dual Core N3350,1.1,Intel,32.0,0.0,Flash Storage,,Intel
Lenovo,IdeaPad 510-15ISK,Notebook,15.6,8,Nvidia GeForce 940MX,Windows,Windows 10,2.2,5948748.0,1920x1080,IPSPanel,0.0,Intel Core i7 6500U,2.5,Intel,1000.0,0.0,HDD,,Nvidia
Dell,Inspiron 3552,Notebook,15.6,4,Intel HD Graphics,Windows,Windows 10,2.2,3281148.0,1366x768,,0.0,Intel Pentium Quad Core N3710,1.6,Intel,500.0,0.0,HDD,,Intel
HP,EliteBook x360,2 in 1 Convertible,13.3,4,Intel HD Graphics 620,Windows,Windows 10,1.28,15996708.0,1920x1080,,1.0,Intel Core i5 7200U,2.5,Intel,256.0,0.0,SSD,,Intel
Dell,Vostro 3568,Notebook,15.6,4,AMD Radeon R5 M420X,Linux,Linux ,2.18,4052084.4,1366x768,,0.0,Intel Core i3 6006U,2.0,Intel,1000.0,0.0,HDD,,AMD
Asus,Rog GL753VD-GC082T,Gaming,17.3,12,Nvidia GeForce GTX 1050,Windows,Windows 10,2.2,12181150.8,1920x1080,,0.0,Intel Core i5 7300HQ,2.5,Intel,128.0,1000.0,SSD  ,HDD,Nvidia
Acer,Chromebook C731-C78G,Netbook,11.6,4,Intel HD Graphics 400,Chrome OS,Chrome OS ,1.25,2640924.0,1366x768,IPSPanel,0.0,Intel Celeron Dual Core N3060,1.6,Intel,32.0,0.0,Flash Storage,,Intel
Lenovo,IdeaPad 110-17ACL,Notebook,17.3,4,AMD Radeon R3,Windows,Windows 10,2.8,3370068.0,1600x900,,0.0,AMD A4-Series 7210,2.2,AMD,500.0,0.0,HDD,,AMD
HP,Probook 640,Notebook,14.0,4,Intel HD Graphics 620,Windows,Windows 10,1.95,11248380.0,1920x1080,,0.0,Intel Core i5 7200U,2.5,Intel,128.0,0.0,SSD,,Intel
HP,Envy x360,2 in 1 Convertible,13.3,16,Intel HD Graphics 620,Windows,Windows 10,1.42,12439908.0,3200x1800,,1.0,Intel Core i7 7500U,2.7,Intel,256.0,0.0,SSD,,Intel
Samsung,Notebook 9,Ultrabook,15.0,8,Intel HD Graphics 620,Windows,Windows 10,1.17,15107508.0,1920x1080,,0.0,Intel Core i7 7500U,2.7,Intel,256.0,0.0,SSD,,Intel
Lenovo,ThinkPad T470s,Ultrabook,14.0,8,Intel HD Graphics 620,Windows,Windows 10,1.32,15996708.0,1920x1080,IPSPanel,0.0,Intel Core i5 7200U,2.5,Intel,256.0,0.0,SSD,,Intel
MSI,GS73VR Stealth,Gaming,17.3,16,Nvidia GeForce GTX 1060,Windows,Windows 10,2.43,23554908.0,3840x2160,IPSPanel,0.0,Intel Core i7 6700HQ,2.6,Intel,512.0,2000.0,SSD  ,HDD,Nvidia
Toshiba,Portege X30-D-10V,Notebook,13.3,8,Intel HD Graphics 620,Windows,Windows 10,1.05,13115700.0,1920x1080,,0.0,Intel Core i5 7200U,2.5,Intel,256.0,0.0,SSD,,Intel
Dell,Inspiron 7567,Gaming,15.6,8,Nvidia GeForce GTX 1050Ti,Linux,Linux ,2.62,8260668.0,1920x1080,,0.0,Intel Core i7 7700HQ,2.8,Intel,1000.0,0.0,HDD,,Nvidia
HP,ProBook 450,Notebook,15.6,8,Nvidia GeForce 930MX,Windows,Windows 10,2.04,8002800.0,1920x1080,,0.0,Intel Core i7 7500U,2.7,Intel,1000.0,0.0,HDD,,Nvidia
Dell,Vostro 3568,Notebook,15.6,4,AMD Radeon R5 M420X,Windows,Windows 10,2.18,5459688.0,1366x768,,0.0,Intel Core i3 6006U,2.0,Intel,1000.0,0.0,HDD,,AMD
Dell,Latitude 5580,Notebook,15.6,8,Intel HD Graphics 620,Windows,Windows 10,1.9,8314020.0,1920x1080,,0.0,Intel Core i5 7300U,2.6,Intel,500.0,0.0,HDD,,Intel
Dell,XPS 13,2 in 1 Convertible,13.3,8,Intel HD Graphics 615,Windows,Windows 10,1.24,17900485.2,3200x1800,,1.0,Intel Core i7 7Y75,1.3,Intel,512.0,0.0,SSD,,Intel
Asus,G701VO-IH74K (i7-6820HK/32GB/2x,Gaming,17.3,32,Nvidia GeForce GTX 980M,Windows,Windows 10,3.58,11372868.0,1920x1080,IPSPanel,0.0,Intel Core i7 6820HK,2.7,Intel,256.0,256.0,SSD  ,SSD,Nvidia
Dell,XPS 13,2 in 1 Convertible,13.3,16,Intel HD Graphics 615,Windows,Windows 10,1.22,14662908.0,1920x1080,,1.0,Intel Core i7 7Y75,1.3,Intel,256.0,0.0,SSD,,Intel
Lenovo,ThinkPad X1,Ultrabook,14.0,8,Intel HD Graphics 620,Windows,Windows 10,1.13,18219708.0,1920x1080,IPSPanel,0.0,Intel Core i7 7500U,2.7,Intel,256.0,0.0,Flash Storage,,Intel
Lenovo,ThinkPad T570,Notebook,15.6,8,Intel HD Graphics 620,Windows,Windows 10,1.95,17454907.08,1920x1080,IPSPanel,0.0,Intel Core i5 7200U,2.5,Intel,512.0,0.0,SSD,,Intel
LG,Gram 15Z970,Ultrabook,15.6,16,Intel HD Graphics 620,Windows,Windows 10,1.08,18664308.0,1920x1080,IPSPanel,1.0,Intel Core i7 7500U,2.7,Intel,512.0,0.0,SSD,,Intel
HP,Elitebook 820,Netbook,12.5,8,Intel HD Graphics 620,Windows,Windows 10,1.26,13186836.0,1920x1080,,0.0,Intel Core i7 7500U,2.7,Intel,512.0,0.0,SSD,,Intel
Acer,Chromebook CB5-571-C1DZ,Notebook,15.6,4,Intel HD Graphics,Chrome OS,Chrome OS ,2.2,3192228.0,1920x1080,IPSPanel,0.0,Intel Celeron Dual Core 3205U,1.5,Intel,16.0,0.0,Flash Storage,,Intel
Lenovo,IdeaPad Y700-15ISK,Notebook,15.6,8,Nvidia GeForce GTX 960M,Windows,Windows 10,2.6,7015788.0,1920x1080,IPSPanel,0.0,Intel Core i5 6300HQ,2.3,Intel,128.0,1000.0,SSD  ,HDD,Nvidia
LG,Gram 14Z970,Ultrabook,14.0,8,Intel HD Graphics 620,Windows,Windows 10,0.98,16885908.0,1920x1080,IPSPanel,1.0,Intel Core i7 7500U,2.7,Intel,512.0,0.0,SSD,,Intel
Dell,Latitude 5480,Notebook,14.0,8,Intel HD Graphics 620,Windows,Windows 10,1.6,10714860.0,1920x1080,,0.0,Intel Core i5 7440HQ,2.8,Intel,256.0,0.0,SSD,,Intel
HP,Elitebook Folio,Ultrabook,12.5,8,Intel HD Graphics 515,Windows,Windows 10,1.09,27565200.0,3840x2160,,1.0,Intel Core M 6Y75,1.2,Intel,240.0,0.0,SSD,,Intel
Lenovo,IdeaPad 510-15IKB,Notebook,15.6,6,Nvidia GeForce 940MX,Windows,Windows 10,2.2,7015788.0,1920x1080,,0.0,Intel Core i7 7500U,2.7,Intel,256.0,0.0,SSD,,Nvidia
HP,ProBook 450,Notebook,15.6,8,Nvidia GeForce 930MX,Windows,Windows 10,2.04,9060859.08,1920x1080,,0.0,Intel Core i7 7500U,2.7,Intel,256.0,0.0,SSD,,Nvidia
Acer,Aspire E5-575,Notebook,15.6,4,Intel HD Graphics 620,Windows,Windows 10,2.4,4437108.0,1920x1080,,0.0,Intel Core i3 7100U,2.4,Intel,1000.0,0.0,HDD,,Intel
Lenovo,ThinkPad 13,Notebook,13.3,4,Intel HD Graphics 620,Windows,Windows 10,1.44,7833852.0,1920x1080,,0.0,Intel Core i5 7200U,2.5,Intel,128.0,0.0,SSD,,Intel
HP,Probook 430,Notebook,13.3,8,Intel HD Graphics 620,Windows,Windows 10,1.49,8536320.0,1920x1080,,0.0,Intel Core i5 7200U,2.5,Intel,256.0,0.0,SSD,,Intel
MSI,GE72VR 6RF,Gaming,17.3,16,Nvidia GeForce GTX 1050 Ti,Windows,Windows 10,2.7,14218308.0,1920x1080,,0.0,Intel Core i7 7700HQ,2.8,Intel,256.0,1000.0,SSD  ,HDD,Nvidia
Dell,Inspiron 7567,Gaming,15.6,16,Nvidia GeForce GTX 1050 Ti,Windows,Windows 10,2.6,11995308.0,1920x1080,,0.0,Intel Core i7 7700HQ,2.8,Intel,128.0,1000.0,SSD  ,HDD,Nvidia
MSI,GL62M 7RD,Gaming,15.6,8,Nvidia GeForce GTX 1050,Windows,Windows 10,2.2,9958239.72,1920x1080,,0.0,Intel Core i5 7300HQ,2.5,Intel,128.0,1000.0,SSD  ,HDD,Nvidia
Dell,Vostro 3568,Notebook,15.6,4,AMD Radeon R5 M420,Windows,Windows 10,2.18,6090931.08,1366x768,,0.0,Intel Core i5 7200U,2.5,Intel,1000.0,0.0,HDD,,AMD
HP,EliteBook 850,Ultrabook,15.6,8,AMD Radeon R7 M365X,Windows,Windows 10,1.84,11532835.08,1920x1080,,0.0,Intel Core i7 6500U,2.5,Intel,256.0,0.0,SSD,,AMD
HP,Envy 13-AB077cl,Ultrabook,13.3,8,Intel HD Graphics 620,Windows,Windows 10,1.39,10216908.0,3200x1800,,1.0,Intel Core i7 7500U,2.7,Intel,256.0,0.0,SSD,,Intel
Toshiba,Tecra Z50-C-140,Notebook,15.6,16,Nvidia GeForce 930M,Windows,Windows 10,2.4,17561700.0,1920x1080,IPSPanel,0.0,Intel Core i7 6600U,2.6,Intel,256.0,0.0,SSD,,Nvidia
Lenovo,ThinkPad Yoga,2 in 1 Convertible,13.3,8,Intel HD Graphics 620,Windows,Windows 10,1.37,16227900.0,1920x1080,IPSPanel,1.0,Intel Core i5 7200U,2.5,Intel,512.0,0.0,SSD,,Intel
Dell,Latitude 3580,Notebook,15.6,4,Intel HD Graphics 520,Windows,Windows 10,1.95,6490270.8,1366x768,,0.0,Intel Core i5 6200U,2.3,Intel,500.0,0.0,HDD,,Intel
Lenovo,Thinkpad X270,Ultrabook,12.5,8,Intel HD Graphics 620,Windows,Windows 10,1.36,14671800.0,1920x1080,IPSPanel,0.0,Intel Core i7 7500U,2.7,Intel,256.0,0.0,SSD,,Intel
HP,Probook 650,Notebook,15.6,8,Intel HD Graphics 520,Windows,Windows 10,2.31,10359180.0,1920x1080,,0.0,Intel Core i5 6200U,2.3,Intel,256.0,0.0,SSD,,Intel
Dell,Vostro 3568,Notebook,15.6,4,Intel HD Graphics 620,Windows,Windows 10,2.18,6296069.52,1366x768,,0.0,Intel Core i5 7200U,2.5,Intel,1000.0,0.0,HDD,,Intel
HP,ProBook 640,Notebook,14.0,4,Intel HD Graphics 520,Windows,Windows 10,1.95,10216908.0,1366x768,,0.0,Intel Core i5 6200U,2.3,Intel,500.0,0.0,HDD,,Intel
Lenovo,IdeaPad 320-15IAP,Notebook,15.6,4,Intel HD Graphics 505,Windows,Windows 10,2.2,2747628.0,1366x768,,0.0,Intel Pentium Quad Core N4200,1.1,Intel,1000.0,0.0,HDD,,Intel
HP,EliteBook 820,Ultrabook,12.5,4,Intel HD Graphics 520,Windows,Windows 10,1.26,14040468.0,1920x1080,,0.0,Intel Core i5 6200U,2.3,Intel,500.0,0.0,HDD,,Intel
HP,250 G6,Notebook,15.6,4,Intel HD Graphics 400,No OS,No OS ,1.86,2568898.8,1366x768,,0.0,Intel Celeron Dual Core N3060,1.6,Intel,1000.0,0.0,HDD,,Intel
Lenovo,Yoga 900-13ISK,2 in 1 Convertible,13.3,16,Intel Iris Graphics 540,Windows,Windows 10,1.3,15996708.0,3200x1800,IPSPanel,1.0,Intel Core i7 6560U,2.2,Intel,1000.0,0.0,SSD,,Intel
Toshiba,Tecra Z40-C-12X,Notebook,14.0,4,Intel HD Graphics 520,Windows,Windows 10,1.47,9825660.0,1920x1080,IPSPanel,0.0,Intel Core i5 6200U,2.3,Intel,128.0,0.0,SSD,,Intel
HP,EliteBook 820,Netbook,12.5,8,Intel HD Graphics 520,Windows,Windows 10,1.26,14840748.0,1920x1080,,0.0,Intel Core i5 6200U,2.3,Intel,256.0,0.0,SSD,,Intel
Dell,Vostro 3568,Notebook,15.6,4,Intel HD Graphics 520,Windows,Windows 10,2.18,4967071.2,1366x768,,0.0,Intel Core i3 6006U,2.0,Intel,1000.0,0.0,HDD,,Intel
MSI,GP62M Leopard,Gaming,15.6,8,Nvidia GeForce GTX 1050,Windows,Windows 10,2.2,10661508.0,1920x1080,,0.0,Intel Core i7 7700HQ,2.8,Intel,128.0,1000.0,SSD  ,HDD,Nvidia
Dell,Latitude 7480,Ultrabook,14.0,8,Intel HD Graphics 620,Windows,Windows 10,1.36,14573988.0,1920x1080,,0.0,Intel Core i5 7200U,2.5,Intel,256.0,0.0,SSD,,Intel
Dell,Alienware 17,Gaming,17.3,16,Nvidia GeForce GTX 1080,Windows,Windows 10,4.36,24524136.0,2560x1440,,0.0,Intel Core i7 6820HK,2.7,Intel,512.0,1000.0,SSD  ,HDD,Nvidia
HP,Omen 17-W006na,Gaming,17.3,8,Nvidia GeForce GTX 965M,Windows,Windows 10,2.75,12439908.0,1920x1080,IPSPanel,0.0,Intel Core i5 6300HQ,2.3,Intel,128.0,1000.0,SSD  ,HDD,Nvidia
Asus,X751SV-TY001T (N3710/4GB/1TB/GeForce,Notebook,17.3,4,Nvidia GeForce 920MX,Windows,Windows 10,2.8,4712760.0,1600x900,,0.0,Intel Pentium Quad Core N3710,1.6,Intel,1000.0,0.0,HDD,,Nvidia
Acer,TravelMate P259-G2,Notebook,15.6,4,Intel HD Graphics 620,Windows,Windows 10,2.23,5504148.0,1366x768,,0.0,Intel Core i5 7200U,2.5,Intel,500.0,0.0,HDD,,Intel
Toshiba,Tecra A50-C-1ZV,Notebook,15.6,8,Intel HD Graphics 520,Windows,Windows 10,2.2,9950148.0,1366x768,,0.0,Intel Core i5 6200U,2.3,Intel,256.0,0.0,SSD,,Intel
Lenovo,Yoga 700-11ISK,2 in 1 Convertible,11.3,8,Intel HD Graphics 515,Windows,Windows 10,1.1,11550708.0,1920x1080,IPSPanel,1.0,Intel Core M m7-6Y75,1.2,Intel,256.0,0.0,SSD,,Intel
Lenovo,IdeaPad Y700-15ACZ,Gaming,15.6,16,AMD Radeon R9 M385,Windows,Windows 10,2.5,8883108.0,1920x1080,IPSPanel,0.0,AMD FX 8800P,2.1,AMD,512.0,1000.0,SSD  ,HDD,AMD
Dell,Latitude 7280,Ultrabook,12.5,8,Intel HD Graphics,Windows,Windows 10,1.36,13090802.4,1920x1080,,1.0,Intel Core i5 7200U,2.5,Intel,256.0,0.0,SSD,,Intel
Lenovo,IdeaPad 310-15IKB,Notebook,15.6,8,Nvidia GeForce 920MX,No OS,No OS ,2.2,6091020.0,1920x1080,,0.0,Intel Core i7 7500U,2.7,Intel,1000.0,0.0,HDD,,Nvidia
Dell,Insprion 5767,Notebook,17.3,4,AMD Radeon R7 M445,Windows,Windows 10,2.36,5859828.0,1600x900,,0.0,Intel Core i3 6006U,2.0,Intel,1000.0,0.0,HDD,,AMD
Acer,Chromebook 14,Notebook,14.0,4,Intel HD Graphics 400,Chrome OS,Chrome OS ,1.68,3103308.0,1366x768,,0.0,Intel Celeron Dual Core N3060,1.6,Intel,32.0,0.0,Flash Storage,,Intel
HP,ZBook Studio,Workstation,15.6,8,Nvidia Quadro M1000M,Windows,Windows 10,2.0,19998108.0,1920x1080,IPSPanel,0.0,Intel Core i7 6820HQ,2.7,Intel,8.0,0.0,SSD,,Nvidia
Dell,Latitude 7480,Ultrabook,14.0,8,Intel HD Graphics 620,Windows,Windows 10,1.36,15783300.0,1920x1080,,0.0,Intel Core i7 7600U,2.8,Intel,256.0,0.0,SSD,,Intel
Toshiba,Portege Z30-C-1CW,Notebook,13.3,8,Intel HD Graphics 520,Windows,Windows 7,1.2,12982320.0,1920x1080,,0.0,Intel Core i5 6200U,2.3,Intel,256.0,0.0,SSD,,Intel
Asus,Chromebook Flip,2 in 1 Convertible,12.5,8,Intel HD Graphics 515,Chrome OS,Chrome OS ,1.2,10305828.0,1920x1080,,0.0,Intel Core M M7-6Y75,1.2,Intel,64.0,0.0,Flash Storage,,Intel
Lenovo,Thinkpad T460,Ultrabook,14.0,8,Intel HD Graphics 520,Windows,Windows 10,1.7,13240099.08,1920x1080,IPSPanel,0.0,Intel Core i7 6600U,2.6,Intel,256.0,0.0,SSD,,Intel
Dell,Alienware 17,Gaming,17.3,16,Nvidia GeForce GTX 1070,Windows,Windows 10,4.36,28045368.0,3840x2160,IPSPanel,0.0,Intel Core i7 7700HQ,2.8,Intel,512.0,1000.0,SSD  ,HDD,Nvidia
Dell,XPS 13,2 in 1 Convertible,13.3,8,Intel HD Graphics 615,Windows,Windows 10,1.24,16885908.0,1920x1080,,1.0,Intel Core i5 7Y54,1.2,Intel,256.0,0.0,SSD,,Intel
HP,ProBook x360,2 in 1 Convertible,11.6,4,Intel HD Graphics 505,Windows,Windows 10,1.45,6891300.0,1366x768,,1.0,Intel Pentium Quad Core N4200,1.1,Intel,256.0,0.0,SSD,,Intel
Dell,XPS 13,Ultrabook,13.3,8,Intel HD Graphics 520,Windows,Windows 10,1.3,11275056.0,3200x1800,,0.0,Intel Core i7 6500U,2.5,Intel,256.0,0.0,SSD,,Intel
Acer,Chromebook C738T-C2EJ,2 in 1 Convertible,11.6,4,Intel HD Graphics 400,Chrome OS,Chrome OS ,1.25,3458988.0,1366x768,IPSPanel,1.0,Intel Celeron Dual Core N3060,1.6,Intel,32.0,0.0,Flash Storage,,Intel
Toshiba,Portege Z30-C-16Z,Notebook,13.3,8,Intel HD Graphics 520,Windows,Windows 10,1.2,13649220.0,1920x1080,,0.0,Intel Core i5 6300U,2.4,Intel,256.0,0.0,SSD,,Intel
Lenovo,ThinkPad X270,Ultrabook,12.5,8,Intel HD Graphics 620,Windows,Windows 10,1.36,15649920.0,1920x1080,IPSPanel,0.0,Intel Core i5 7300U,2.6,Intel,256.0,0.0,SSD,,Intel
Acer,Aspire F5-573G-510L,Notebook,15.6,12,Nvidia GeForce GTX 950M,Windows,Windows 10,2.4,8972028.0,1920x1080,,0.0,Intel Core i5 7200U,2.5,Intel,128.0,1000.0,SSD  ,HDD,Nvidia
Toshiba,Portege X20W-D-10V,Ultrabook,12.5,8,Intel HD Graphics 620,Windows,Windows 10,1.1,15916680.0,1920x1080,,1.0,Intel Core i7 7500U,2.7,Intel,512.0,0.0,SSD,,Intel
HP,ProBook 450,Notebook,15.6,8,Nvidia GeForce 930MX,Windows,Windows 10,2.04,7527078.0,1366x768,,0.0,Intel Core i5 7200U,2.5,Intel,1000.0,0.0,HDD,,Nvidia
Dell,Inspiron 3567,Notebook,15.6,4,AMD Radeon R5 M430,Linux,Linux ,2.25,4140293.04,1366x768,,0.0,Intel Core i3 6006U,2.0,Intel,1000.0,0.0,HDD,,AMD
Dell,Latitude 5580,Notebook,15.6,4,Intel HD Graphics 620,Windows,Windows 10,1.9,7335900.0,1366x768,,0.0,Intel Core i5 7200U,2.5,Intel,500.0,0.0,HDD,,Intel
HP,ProBook 450,Notebook,15.6,4,Intel HD Graphics 620,Windows,Windows 10,2.04,6091020.0,1920x1080,,0.0,Intel Core i3 7100U,2.4,Intel,500.0,0.0,HDD,,Intel
Dell,Alienware 17,Gaming,17.3,32,Nvidia GeForce GTX 1070,Windows,Windows 10,4.42,28000908.0,1920x1080,IPSPanel,0.0,Intel Core i7 7700HQ,2.8,Intel,256.0,1000.0,SSD  ,HDD,Nvidia
Lenovo,IdeaPad 310-15IKB,Notebook,15.6,6,Nvidia GeForce 920MX,Windows,Windows 10,2.4,6179940.0,1920x1080,,0.0,Intel Core i5 7200U,2.5,Intel,256.0,0.0,SSD,,Nvidia
Dell,XPS 13,2 in 1 Convertible,13.3,16,Intel HD Graphics 615,Windows,Windows 10,1.22,16885908.0,3200x1800,,1.0,Intel Core i7 7Y75,1.3,Intel,512.0,0.0,SSD,,Intel
Dell,Latitude E7470,Ultrabook,14.0,8,Intel HD Graphics 520,Windows,Windows 10,1.5,17454818.16,2560x1440,,1.0,Intel Core i7 6600U,2.6,Intel,256.0,0.0,SSD,,Intel
Dell,Alienware 17,Gaming,17.3,32,Nvidia GeForce GTX 1070,Windows,Windows 10,4.42,24897600.0,1920x1080,,0.0,Intel Core i7 6700HQ,2.6,Intel,256.0,1000.0,SSD  ,HDD,Nvidia
Toshiba,Tecra A40-C-1DF,Notebook,14.0,8,Intel HD Graphics 520,Windows,Windows 10,1.95,10492560.0,1920x1080,,0.0,Intel Core i5 6200U,2.3,Intel,256.0,0.0,SSD,,Intel
Asus,Rog Strix,Gaming,17.3,16,Nvidia GeForce GTX 1060,Windows,Windows 10,2.73,18227710.8,1920x1080,,0.0,Intel Core i7 7700HQ,2.8,Intel,256.0,1000.0,SSD  ,HDD,Nvidia
HP,Probook 450,Notebook,15.6,8,Nvidia GeForce 930MX,Windows,Windows 10,2.04,8705268.0,1920x1080,IPSPanel,0.0,Intel Core i5 7200U,2.7,Intel,128.0,1000.0,SSD  ,HDD,Nvidia
